Date,Open,High,Low,Close,Volume,SMA_14,SMA_26,SMA_50,SMA_100,SMA_200,EMA_14,EMA_26,EMA_50,EMA_100,EMA_200,BB_Hband,BB_Mband,BB_Lband,RSI_14,Mean_HL
2018-10-16,154.80862362124506,158.8531861748467,154.42010836322763,158.17576599121094,19180100,157.93953486851282,160.21031423715445,166.96819122314454,180.72792999267577,178.36276504516601,157.30573353707982,160.56245048451515,166.51502228623843,173.03417293086292,176.82886909586358,169.63356213403787,159.83344573974608,150.0333293454543,45.5920925955969,156.63664726903716
2018-10-17,158.9528058675477,159.87927473782173,157.34893197446954,158.81333923339844,17592000,157.2692380632673,159.96049910325272,166.4822476196289,180.47390029907226,178.25318367004394,157.5067476299223,160.43288668813614,166.21299549985255,172.7525722635864,176.64961009225698,169.38664563857998,159.65213851928712,149.91763139999426,46.71805182710505,158.61410335614562
2018-10-18,157.90679442120805,158.05623272581943,152.69670112241172,154.33045959472656,21675100,156.59040178571428,159.68922776442307,165.8793502807617,180.1668730163574,178.1049996185303,157.08324255856286,159.9808550515873,165.74701369965155,172.3877779533119,176.42752899277906,168.72324809405367,159.09924926757813,149.4752504411026,40.38904067555068,155.37646692411556
2018-10-19,155.26690080168336,156.7512363219907,152.9656935619954,153.4637908935547,19761300,155.99339730398995,159.40914447490985,165.30076110839843,179.83195266723632,177.9541757965088,156.60064900322843,159.4981095583997,165.26531868764775,172.013045536287,176.19903408631913,168.46146514647867,158.6569396972656,148.85241424805255,39.281102509806246,154.85846494199305
2018-10-22,154.17105085828447,156.7412344175274,153.87220467756424,154.19097900390625,15424700,155.6696330479213,159.12024688720703,164.79309997558593,179.46336059570314,177.7944358062744,156.2793596699855,159.10498877658537,164.8310308569128,171.660133327725,175.98004846360857,167.69284254011123,158.12746047973633,148.56207841936143,40.749759717914536,155.3067195475458
2018-10-23,150.6445400965179,154.18103376637825,150.27595297962375,153.80247497558594,19095000,155.097533089774,158.88307542067307,164.2818524169922,179.0688674926758,177.625630569458,155.9491083773989,158.71220997651133,164.3985384694098,171.30651633065293,175.7593760905934,166.90736071274293,157.60346145629882,148.2995621998547,40.19044935504265,152.22849337300102
2018-10-24,153.69291803888595,154.06150521590578,145.04595528640763,145.48426818847656,27744600,154.18601662772042,158.33670102632962,163.58312133789062,178.59826538085937,177.41727653503418,154.55379635220925,157.73236243665693,163.65680237996145,170.7951846842732,175.458131235846,166.3813756708548,156.56194000244142,146.74250433402804,30.528713050647283,149.5537302511567
2018-10-25,147.16783183518584,151.63079482525933,146.4406139946803,150.37557983398438,22105700,153.73203604561942,157.87270472599909,163.01369689941407,178.17996337890625,177.23352851867676,153.99670081644595,157.18741557719972,163.13597012325647,170.3908360733764,175.20855360995682,164.26282280240054,155.67084426879882,147.0788657351971,39.70732806025788,149.0357044099698
2018-10-26,145.26510270550563,148.4329942117996,143.25278537341163,144.81680297851562,31303300,152.88669368198939,157.0814954317533,162.42932891845703,177.72201278686524,177.02233520507812,152.77271443805523,156.27107390322314,162.41757141169802,169.88441957644847,174.906148131037,163.68878682832965,154.71997604370117,145.75116525907268,34.18035915462616,145.8428897926056
2018-10-29,147.93489686974135,148.26364290909422,138.50093287013837,141.54928588867188,31336800,151.76170567103796,156.2830071082482,161.79754211425782,177.26286666870118,176.83664451599122,151.27625729813747,155.18057108733043,161.59920727354015,169.3233278202549,174.57423905399858,163.75303266270973,153.70634765625,143.65966264979025,31.412510645223108,143.3822878896163
