Date,Open,High,Low,Close,Volume,SMA_14,SMA_26,SMA_50,SMA_100,SMA_200,EMA_14,EMA_26,EMA_50,EMA_100,EMA_200,BB_Hband,BB_Mband,BB_Lband,RSI_14,Mean_HL
2018-10-16,59.45548852381611,59.79403510177894,59.02827410641517,59.48773193359375,5726200,61.67632239205496,60.946021153376655,59.29978866577149,57.36913589477539,52.62158763885498,60.77632814266743,60.57951711295994,59.56446142786299,57.4150816753514,54.00123667060944,64.81180351801375,61.62002696990967,58.42825042180558,44.99519895762789,59.41115460409705
2018-10-17,59.705383998424686,59.705383998424686,58.214161239561655,58.42374038696289,7302700,61.40484101431711,60.986618335430435,59.29794250488281,57.430001754760745,52.69467803955078,60.462649775240166,60.419829948071275,59.51972726939632,57.43505511518529,54.045241682712465,64.97178886721596,61.50985832214356,58.047927777071145,40.86852178196742,58.95977261899317
2018-10-18,57.73051421580055,58.9879766254527,57.64184636385816,58.512393951416016,7800900,61.146571568080354,61.01518909747784,59.32211059570312,57.48983543395996,52.76417324066162,60.20261566539695,60.27853839276348,59.48022400202455,57.45638855748689,54.08969095901797,65.08994396208658,61.41094551086426,57.73194705964194,41.35117625283087,58.31491149465543
2018-10-19,58.576870217498616,59.56833504234536,58.24638604241727,58.43177795410156,5658000,60.73977933611189,61.0227532019982,59.33888687133789,57.53015697479248,52.83069179534912,59.96650397055756,60.14174132323297,59.43910847073345,57.47570319900401,54.1328958047402,65.17303201397378,61.27107677459717,57.36912153522055,41.023264092042574,58.90736054238131
2018-10-22,58.52852491261091,58.65749243372308,57.4403357009265,58.07712936401367,5385700,60.39996773856027,60.987348116361176,59.34552032470703,57.57220825195313,52.89587265014649,59.714587356351714,59.988807104031544,59.385697525371896,57.487612628014105,54.1721419098076,65.21188428040611,61.08217163085938,56.952458981312645,39.537860367723496,58.04891406732479
2018-10-23,56.8599637934992,56.90026345140282,54.981826310750826,55.79595565795898,7502000,59.88058580671038,60.84135994544396,59.32049713134766,57.58425289154053,52.94735126495361,59.19210312989935,59.678225515433574,59.24492333449296,57.45411447019123,54.18829926053548,65.38945809874231,60.73706703186035,56.08467596497838,31.60959716269339,55.94104488107682
2018-10-24,56.182858551307774,56.4407997045064,52.39434671061496,52.95053482055664,9260000,59.17458888462612,60.56123352050781,59.22122703552246,57.57096111297607,52.982741889953616,58.359894021986996,59.1798780565538,58.99808456924056,57.36493467514896,54.175983196456095,65.99358702189417,60.28300228118896,54.57241754048376,24.90193932592966,54.41757320756068
2018-10-25,54.71581020166108,55.36872846803735,53.63568368042359,54.82865905761719,8727300,58.59643472943987,60.338216048020584,59.229032363891605,57.57916862487793,53.02863178253174,57.889062693404355,58.857565538114045,58.83457768643181,57.314711395593875,54.18247748363183,66.01730017171089,59.913211250305174,53.80912232889946,34.74496188255894,54.50220607423047
2018-10-26,53.97424151378232,55.67504324757076,53.74048136342532,55.199466705322266,8193800,58.05107579912458,60.13470899141752,59.21872825622559,57.588526039123536,53.07031795501709,57.53044989499341,58.586595254203544,58.692024314623595,57.27282536212315,54.19259677937004,65.9104743482174,59.566776275634766,53.223078203052125,36.514196497493344,54.707762305498036
2018-10-29,55.76370472776021,56.19091917275021,53.37774759834654,54.28860092163086,6853100,57.37643650599888,59.867764693040115,59.184427642822264,57.57598426818848,53.1040051651001,57.09820336521174,58.26822530364261,58.51934104431016,57.21373180884607,54.19355204446716,65.45354043016705,59.0748628616333,52.696185293099546,34.07053670027756,54.78433338554838
2018-10-30,54.15157937160772,56.19092782479029,53.89363818681393,56.03777313232422,6506900,57.073851994105745,59.64401626586914,59.173069915771485,57.58133399963379,53.151229000091554,56.9568126674934,58.1030066242857,58.42202465560483,57.1904454984199,54.211902503052805,64.9994817880125,58.7350269317627,52.4705720755129,42.085947983274046,55.04228300580211
2018-10-31,56.73903376094051,57.89170937249132,56.22315157183533,56.34406280517578,6591400,56.9250180380685,59.39963223383977,59.16189826965332,57.58127285003662,53.19594583511353,56.87511268585105,57.97271448953681,58.34053595558801,57.17368544508833,54.233118028447066,64.41392888631981,58.398864936828616,52.38380098733742,43.383935211270924,57.057430472163325
2018-11-01,56.58589725049525,57.19044746107662,55.20752350834605,56.08613967895508,7826500,56.68032019478934,59.17095184326172,59.12774841308594,57.587106246948245,53.239768962860104,56.76991628493159,57.8329682072715,58.25212825846515,57.152149885362924,54.251556054820284,63.79384424805475,58.061447334289554,52.32905042052436,42.519724738135196,56.198985484711336
2018-11-02,56.17479941897194,56.62619487638445,54.31278085754157,54.683570861816406,5725200,56.367681230817524,58.88091688889723,59.064744262695314,57.57739501953125,53.27661888122559,56.4917368951829,57.599679515015566,58.11218483114559,57.10326713242141,54.255854709616266,63.10264455960046,57.64948501586914,52.196325472137815,38.077710115207694,55.46948786696301
2018-11-05,55.36873577633424,56.02164797908907,55.01406438234287,55.64279556274414,4955500,56.09304291861398,58.63147955674391,59.01193458557129,57.58918724060059,53.31462236404419,56.3785447175244,57.45472514818064,58.01534603630632,57.07434690331889,54.269655116115054,62.254600164162596,57.28990020751953,52.32520025087646,42.50180666547637,55.51785618071597
2018-11-06,55.90073714448892,56.07807284283909,55.01406480254029,56.02164840698242,6150200,55.921464920043945,58.319740295410156,58.963009948730466,57.62691150665283,53.355311965942384,56.33095854278547,57.34857131549929,57.93716181554852,57.05350138853995,54.28708788517841,60.91317980561178,56.90430507659912,52.89543034758646,44.19757129001523,55.54606882268969
2018-11-07,57.02116303702857,57.44032121197012,55.82012524114901,56.448856353759766,6585500,55.774069377354216,58.07413893479567,58.935311508178714,57.658995170593265,53.39805841445923,56.346678250915375,57.281925762777846,57.878796895478374,57.0415282195344,54.30859801919415,60.41377156750879,56.713050079345706,53.01232859118262,46.12703109751187,56.630223226559565
2018-11-08,56.231234370232855,56.67456752032464,53.74048419866542,53.93394470214844,9826900,55.45279557364328,57.72285593472994,58.833394851684574,57.668647651672366,53.432229137420656,56.02498044441312,57.03392716569419,57.724096809465436,56.97999191225943,54.30487012549221,60.28968280779358,56.48836040496826,52.68703800214294,37.833691539533284,55.207525859495036
2018-11-09,52.98276316031447,54.17573834829167,52.225058547815145,53.7888298034668,9190700,55.14648846217564,57.374945860642654,58.72825500488281,57.66717617034912,53.46207139968872,55.72682702562028,56.79354958330698,57.56977261315176,56.91680058337245,54.29973539591982,59.910526645178855,56.202206420898435,52.493886196618014,37.41566736896287,53.200398448053406
2018-11-12,54.48205981491571,54.86897463990078,52.50719833374024,52.50719833374024,6766600,54.911577224731445,56.97434513385479,58.59956924438477,57.671754417419436,53.4883957862854,55.29754320003627,56.47604208333907,57.37124028846896,56.82948172694409,54.28189920624639,59.67175119714577,55.87454051971436,52.07732984228295,33.857596135120104,53.68808648682051
2018-11-13,52.21700821680355,52.861864140148455,50.45978228298062,51.362579345703125,11213800,54.79815183367048,56.5331177344689,58.45312843322754,57.64354228973389,53.513748207092284,54.772881352791856,56.0972670657364,57.13560652600756,56.721226234246245,54.252851247435025,59.369456581854784,55.46828289031983,51.56710919878487,31.020390163389933,51.660823211564534
2018-11-14,52.24924948542637,53.20847094087272,51.20136326531175,51.68500518798828,9708500,54.57360512869699,56.06971212533804,58.31490219116211,57.631664810180666,53.53932703018189,54.36116453081805,55.770432852569876,56.921857453928375,56.62149908481539,54.22730054037585,59.11641110881303,55.13134613037109,51.14628115192915,32.73043287673832,52.204917103092235
2018-11-15,51.24973469517453,52.62810834859285,50.98373114368966,52.563621520996094,7782600,54.38533047267369,55.77316078772912,58.233740615844724,57.618980445861816,53.5671608543396,54.121492129508454,55.5328912724533,56.75094624087221,56.541145073650654,54.21074652028253,58.64956066504689,54.833907508850096,51.0182543526533,37.29248191677601,51.80591974614126
2018-11-16,52.86992521905604,53.55508700648933,52.700651907392114,53.29714584350586,7993600,54.31451225280762,55.5758303128756,58.1723868560791,57.60243972778321,53.605116024017335,54.01157929137477,55.36728049993867,56.615503088034316,56.47690746513293,54.20165596628475,58.067012213856145,54.57717590332031,51.087339592784474,40.89624568705409,53.12786945694072
2018-11-19,52.69259293298424,53.78884435625058,52.41852700226661,53.555084228515625,7793900,54.137177331107004,55.34672164916992,58.1012612915039,57.591116409301755,53.651408443450926,53.950713282993554,55.23304373909252,56.49548666217084,56.41904957925932,54.195222416655206,57.47092428162341,54.35107364654541,51.23122301146741,42.15513530836796,53.10368567925859
2018-11-20,52.84573309034672,52.84573309034672,50.95953988550351,51.5802116394043,7453900,53.796902247837615,55.05901762155386,57.985501251220704,57.55037158966064,53.687826499938964,53.634646397181655,54.962463583560066,56.302730778925095,56.323231006192884,54.16920240892137,57.407355691293226,54.140286445617676,50.873217199942125,35.85771124624847,51.902636487925115
2018-11-21,51.91877764242739,53.32133247942537,51.76562294678976,52.78126907348633,6392600,53.5608400617327,54.80107674231896,57.88573554992676,57.529871215820314,53.73147716522217,53.520862754022275,54.8008936198509,56.16463424145691,56.253093146139285,54.15539212697675,57.412027238011575,54.13182315826416,50.85161907851675,41.574165746196684,52.54347771310756
2018-11-23,50.68547546342895,51.53184489190591,50.30662312667526,51.42705535888672,5361000,53.32823181152344,54.53197347200834,57.749574432373045,57.48807456970215,53.77781949996948,53.24168843467087,54.5509796745943,55.97884683429729,56.15752804144122,54.12824449744352,57.427297394072426,53.96174297332764,50.49618855258285,37.514505911776254,50.91923400929059
2018-11-26,52.15251159667969,52.87797283670073,52.01548173739813,52.15251159667969,6355100,53.07892581394741,54.287362612210785,57.61267143249512,57.45856864929199,53.83151098251343,53.09646485627205,54.373315372526555,55.82879447203778,56.0782207851093,54.108585463605074,57.311608763112844,53.809395217895506,50.30718167267817,40.84687058614775,52.44672728704943
2018-11-27,52.17671161610631,52.87798586271193,51.70919135183442,52.62004470825195,6116400,52.83595412118094,54.06383441044734,57.47323936462402,57.427982292175294,53.882007122039795,53.03294216986937,54.24344347146918,55.70296114796775,56.009742050914106,54.09377411280554,57.25791336145506,53.72596740722656,50.194021452998065,42.95818300659601,52.29358860727318
2018-11-28,52.48301136217554,53.70823022779847,52.46688658181895,53.4825325012207,5602100,52.62407384599958,53.88711914649377,57.33821357727051,57.39522880554199,53.93717386245728,53.09288754738289,54.187079695895214,55.61588551476198,55.95969829745483,54.08769210672013,56.967524690508746,53.598205375671384,50.22888606083402,46.7351302064033,53.0875584048087
2018-11-29,53.57121245664276,54.41758527248264,53.36969570523357,53.901702880859375,4606000,52.62177085876465,53.81426327045147,57.203705368041994,57.360751457214356,53.9857190322876,53.20072959184642,54.16594067255922,55.548662666373644,55.918945912967786,54.08584146765684,56.60708354167537,53.476087379455564,50.345091217235755,48.51921318906252,53.893640488858104
2018-11-30,53.22459730846751,53.95812115157545,52.740958390382254,53.34550857543945,7175400,52.590105056762695,53.829454568716194,57.06080253601074,57.33422214508057,54.03534437179565,53.22003345632549,54.105167924624425,55.46226446672917,55.8679867577692,54.07847497121687,56.2319716445149,53.33905582427978,50.446140004044665,46.30303695513589,53.34953977097885
2018-12-03,54.89315750162807,55.82819810593635,54.45788061511932,55.7072868347168,7497100,52.81868280683245,53.86324794475849,56.95036521911621,57.32011898040771,54.09634075164795,53.551667240111,54.22384339944608,55.47187318704241,55.86480458107509,54.09468205443578,56.4099504641149,53.390241622924805,50.37053278173471,55.58106977481276,55.14303936052784
2018-12-04,55.96522724613735,56.19898739402353,53.837211041011045,53.94199752807617,7532200,53.00292696271624,53.81488374563364,56.792100524902345,57.28396629333496,54.14775438308716,53.60371127850636,54.202965927492755,55.41187806316138,55.82672919388699,54.09316280541727,56.1575343475569,53.30520172119141,50.45286909482592,48.794662050221156,55.01809921751729
2018-12-06,52.32985706011554,53.69211196899414,51.838155802465934,53.69211196899414,8412000,53.146291732788086,53.79194186283992,56.611981811523435,57.256666107177736,54.20225736618042,53.61549803723807,54.16512489352989,55.34443625554698,55.784459545869304,54.08917224983097,55.76470187898179,53.18872489929199,50.61274791960219,47.90302937054435,52.76513388573004
2018-12-07,55.006011574106125,55.715354485662026,53.04726847481089,53.12788009643555,8095500,53.18659591674805,53.68002289992113,56.43390281677246,57.22612186431885,54.24932172775269,53.55048231179774,54.08829194559698,55.257512484601435,55.73185401221715,54.07960715377729,55.12039331350847,53.02267608642578,50.92495885934309,45.86506397079465,54.38131148023646
2018-12-10,52.46689321191331,53.031143749462295,51.02403575266016,52.55556106567383,8750900,53.13362557547433,53.534311294555664,56.240524444580075,57.18929492950439,54.285006008148194,53.41782614564789,53.97475632486193,55.1515536054278,55.66895712218658,54.06444251608472,55.01748540923357,52.95375690460205,50.89002839997053,43.82824171768985,52.02758975106123
2018-12-11,53.31326398987455,53.804965288238144,52.17671286482922,52.749019622802734,5569200,53.076049532209126,53.40596052316519,56.052941513061526,57.159678535461424,54.3234886932373,53.32865194260187,53.88396101359828,55.05733658650133,55.61113657764433,54.05135373107694,54.93082465257838,52.90176639556885,50.87270813855932,44.72187406130073,52.99083907653368
2018-12-12,53.24072160549421,54.05484475276179,52.571684597507925,52.61198425292969,5544900,53.14974757603237,53.32628411513109,55.822643814086916,57.123835487365724,54.364311408996585,53.23309625064558,53.78974051280801,54.961440416557345,55.551747422699485,54.03703164671726,54.932499595840405,52.90700569152832,50.88151178721623,44.18564362413183,53.31326467513486
2018-12-13,52.491083090244594,54.07097360714506,52.30568498197332,53.305206298828125,6417200,53.18717166355678,53.2363768357497,55.63205810546875,57.09516555786133,54.41465080261231,53.24271092373659,53.753849089550236,54.89649005899933,55.50726145985055,54.02974980245966,54.90664847379157,53.00413703918457,51.10162560457757,47.607967349413954,53.188329294559196
2018-12-14,53.29715260743097,53.43418252238708,51.838167145887866,52.0316276550293,6445900,53.230355398995535,53.082914499136116,55.411344604492186,57.04677646636963,54.46033390045166,53.081233154575614,53.626277131437575,54.78414251374561,55.4384370280719,54.009867990047425,54.881436285852104,53.02146816253662,51.16150003922114,42.45727754832013,52.63617483413748
2018-12-17,52.047745977400105,52.26538136162634,50.53233915545543,50.87894821166992,7018300,53.13938658578055,52.868687262901894,55.172233734130856,56.981562805175784,54.49953718185425,52.78759516218819,53.42277128552886,54.6309976391544,55.34815012081641,53.97871455941681,55.01262694590897,52.937234497070314,50.86184204823166,38.4071786768358,51.398860258540886
