Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1962-01-02 00:00:00-05:00,0.05768582969903946,0.059621771336152755,0.05768582969903946,0.05768582969903946,841958,0.0,0.0
1962-01-03 00:00:00-05:00,0.05768582188550537,0.058653790259948164,0.05768582188550537,0.05846007168292999,801865,0.0,0.0
1962-01-04 00:00:00-05:00,0.05846007168292999,0.058653790259948164,0.058073259039541705,0.05846007168292999,962238,0.0,0.0
1962-01-05 00:00:00-05:00,0.05846005707397052,0.05884749413118772,0.05826695842985026,0.05865377560257912,962238,0.0,0.0
1962-01-08 00:00:00-05:00,0.058653790259948164,0.05942804468337759,0.05729900461611228,0.05846007168292999,1282984,0.0,0.0
1962-01-09 00:00:00-05:00,0.05846004535302984,0.05962173640727997,0.058073232883858544,0.05962173640727997,641492,0.0,0.0
1962-01-10 00:00:00-05:00,0.059621721307860816,0.060589689001197836,0.059621721307860816,0.06020225211977959,681585,0.0,0.0
1962-01-11 00:00:00-05:00,0.060202291792929165,0.062331951649754046,0.06000919310917559,0.06194451451301575,2004663,0.0,0.0
1962-01-12 00:00:00-05:00,0.06194449483803899,0.06213821334487874,0.05923492453196339,0.060009174048900604,2004663,0.0,0.0
1962-01-15 00:00:00-05:00,0.060009174048900604,0.06039599117816144,0.05962174166122423,0.060009174048900604,641492,0.0,0.0
1962-01-16 00:00:00-05:00,0.059621763260395755,0.059621763260395755,0.058073259039541705,0.05846007168292999,360839,0.0,0.0
1962-01-17 00:00:00-05:00,0.05846007039206498,0.05846007039206498,0.05652475357055664,0.05652475357055664,400933,0.0,0.0
1962-01-18 00:00:00-05:00,0.05691157517073741,0.05807326690555409,0.05691157517073741,0.05768582969903946,320746,0.0,0.0
1962-01-19 00:00:00-05:00,0.058073204376554576,0.05884745344519616,0.058073204376554576,0.05884745344519615,441026,0.0,0.0
1962-01-22 00:00:00-05:00,0.05923491315363507,0.059815444052219384,0.05923491315363507,0.05981544405221939,360839,0.0,0.0
1962-01-23 00:00:00-05:00,0.05981545027104628,0.06117023993070139,0.05923491931210596,0.05962173640727997,1202798,0.0,0.0
1962-01-24 00:00:00-05:00,0.05962170713983818,0.05962170713983818,0.058073204376554576,0.05884745344519615,360839,0.0,0.0
1962-01-25 00:00:00-05:00,0.05884752857362857,0.05904124721561734,0.05807327851653099,0.05807327851653099,160373,0.0,0.0
1962-01-26 00:00:00-05:00,0.05807326690555409,0.058847516807850705,0.05768582969903946,0.05768582969903946,360839,0.0,0.0
1962-01-29 00:00:00-05:00,0.05768582969903946,0.058460079601336076,0.05768582969903946,0.05768582969903946,240560,0.0,0.0
1962-01-30 00:00:00-05:00,0.05768584123255345,0.058266992532513405,0.057299023833427054,0.05807327851653099,681585,0.0,0.0
1962-01-31 00:00:00-05:00,0.05807327851653099,0.058266992532513405,0.05768584123255345,0.05807327851653099,320746,0.0,0.0
1962-02-01 00:00:00-05:00,0.058073204376554576,0.05981542090851318,0.058073204376554576,0.05884745344519615,1282984,0.0,0.0
1962-02-02 00:00:00-05:00,0.05884745344519616,0.05962170713983818,0.05884745344519616,0.05884745344519615,641492,0.0,0.0
1962-02-05 00:00:00-05:00,0.05884745344519616,0.05942798874516274,0.05884745344519616,0.05884745344519615,400933,0.0,0.0
1962-02-06 00:00:00-05:00,0.05884750883696633,0.059234945991002666,0.05846007168292999,0.05846007168292999,240560,0.0,0.0
1962-02-07 00:00:00-05:00,0.05884753201130273,0.059621786739636015,0.05884753201130273,0.059234969317913055,1403264,0.0,0.0
1962-02-08 00:00:00-05:00,0.06000918411175895,0.06136396949197886,0.06000918411175895,0.06078343838453293,2084849,0.0,0.0
1962-02-09 00:00:00-05:00,0.06097715896669337,0.06155769009358806,0.06097715896669337,0.06117025762796402,1042425,0.0,0.0
1962-02-12 00:00:00-05:00,0.06117025762796402,0.06136397154777401,0.060783440420879326,0.06117025762796402,641492,0.0,0.0
1962-02-13 00:00:00-05:00,0.06117025762796402,0.06117025762796402,0.060396003329251234,0.06117025762796402,641492,0.0,0.0
1962-02-14 00:00:00-05:00,0.06097715259433099,0.06097715259433099,0.060395997017621994,0.060395997017621994,200466,0.0,0.0
1962-02-15 00:00:00-05:00,0.06058971984520878,0.06097715692385708,0.06058971984520878,0.06078343838453293,481119,0.0,0.0
1962-02-16 00:00:00-05:00,0.061170264750159326,0.06291248747024591,0.061170264750159326,0.06194451451301575,3728673,0.0,0.0
1962-02-19 00:00:00-05:00,0.06194452821771266,0.06194452821771266,0.06097717955708504,0.06097717955708504,841958,0.0,0.0
1962-02-20 00:00:00-05:00,0.061363987848183116,0.06155770644545556,0.061363987848183116,0.06155770644545555,240560,0.0,0.0
1962-02-21 00:00:00-05:00,0.06117025557865861,0.06117025557865861,0.06078343838453293,0.06078343838453293,120280,0.0,0.0
1962-02-23 00:00:00-05:00,0.06078343406876132,0.06097715259433099,0.060395997017621994,0.060395997017621994,441026,0.0,0.0
