Date,Open,High,Low,Close,Volume,Day,Weekday,Week,Month,Year
04-11-1999,86.9426577,87.33008499,86.31681362,86.80358124,7907500,4,3,44,11,1999
05-11-1999,88.13473915,88.44269417,86.96252328,87.65790558,7431500,5,4,44,11,1999
08-11-1999,87.10158771,87.97578248,86.94264321,87.73736572,4649200,8,0,45,11,1999
09-11-1999,88.05523223,88.17444058,86.64460013,86.91281891,4533700,9,1,45,11,1999
10-11-1999,86.62476417,87.98572663,86.51548981,87.55856323,6405600,10,2,45,11,1999
11-11-1999,87.85655623,88.05523682,87.39959087,88.05523682,4794100,11,3,45,11,1999
12-11-1999,88.53211699,88.99901662,87.18108828,88.8500061,11802900,12,4,45,11,1999
15-11-1999,88.90958328,89.1678681,88.63143039,89.05859375,2187500,15,0,46,11,1999
16-11-1999,89.36656008,90.91626922,89.0685391,89.80365753,7544800,16,1,46,11,1999
17-11-1999,90.43946042,90.87655799,89.84341829,90.042099,9459000,17,2,46,11,1999
18-11-1999,90.55859471,90.9162197,90.04202528,90.67780304,4491000,18,3,46,11,1999
19-11-1999,90.53873872,90.89636376,90.28045397,90.5983429,4832100,19,4,46,11,1999
22-11-1999,90.55863078,90.91625591,89.96258889,90.57849884,4155400,22,0,47,11,1999
23-11-1999,90.81694546,90.81694546,89.24736797,89.78380585,5918000,23,1,47,11,1999
24-11-1999,89.48573532,90.55861048,89.00890192,90.2605896,4459700,24,2,47,11,1999
26-11-1999,90.578513,90.83679786,89.80365843,89.92286682,1693900,26,4,47,11,1999
29-11-1999,89.56522146,90.23080152,89.2870686,89.60495758,7348600,29,0,48,11,1999
30-11-1999,89.48574742,90.47915048,88.373136,88.55194855,7682000,30,1,48,11,1999
01-12-1999,88.57180696,89.3267932,88.37312637,89.26718903,6980200,1,2,48,12,1999
02-12-1999,89.40629622,89.8831298,89.24735169,89.80365753,6698300,2,3,48,12,1999
03-12-1999,90.93610534,92.40634169,90.93610534,91.45267487,10045400,3,4,48,12,1999
06-12-1999,91.25404774,91.37325616,90.43945685,90.77721405,3138900,6,0,49,12,1999
07-12-1999,91.09510678,91.11497485,89.88315443,90.042099,10714200,7,1,49,12,1999
08-12-1999,89.86326557,90.3202311,89.32682777,89.46590424,4611400,8,2,49,12,1999
09-12-1999,90.16126944,90.41955425,88.61156053,89.90298462,6474700,9,3,49,12,1999
10-12-1999,90.45930414,90.79706126,89.56524118,90.20101929,5127300,10,4,49,12,1999
13-12-1999,89.92286502,90.73745571,89.82352469,90.35996246,4210800,13,0,50,12,1999
14-12-1999,90.04206936,90.58844114,89.40629129,89.48576355,5739000,14,1,50,12,1999
15-12-1999,89.24737306,90.40965518,89.02882428,89.9626236,6879100,15,2,50,12,1999
16-12-1999,90.39969859,90.69771958,89.74405243,90.35996246,5854900,16,3,50,12,1999
17-12-1999,91.13943018,91.33859851,90.54192517,90.94026184,4775400,17,4,50,12,1999
20-12-1999,90.8606006,91.2589373,89.92450936,90.28301239,4608700,20,0,51,12,1999
21-12-1999,90.24316958,91.81659937,90.08383492,91.65726471,7981300,21,1,51,12,1999
22-12-1999,91.53772975,91.8962326,91.11947641,91.8962326,5377500,22,2,51,12,1999
23-12-1999,92.42404696,93.36013794,92.41408854,93.36013794,5721700,23,3,51,12,1999
27-12-1999,93.37011547,93.54936697,92.45394113,93.23069763,2691000,27,0,52,12,1999
28-12-1999,92.97181395,93.37015077,92.72285344,93.17098236,4084500,28,1,52,12,1999
29-12-1999,93.2506056,93.5692749,92.61326699,93.5692749,3001000,29,2,52,12,1999
30-12-1999,93.76849653,94.04733233,93.17099124,93.45978546,3641300,30,3,52,12,1999
31-12-1999,93.58916826,94.00742162,93.21074855,93.60908508,3172700,31,4,52,12,1999
03-01-2000,94.48543138,94.48543138,91.69707548,92.69291687,8164300,3,0,1,1,2000
04-01-2000,91.47802955,91.81661577,88.99838342,89.06809235,8089800,4,1,1,1,2000
05-01-2000,89.18756807,90.20332644,87.47472063,89.22740173,12177900,5,2,1,1,2000
06-01-2000,88.98840592,90.18341585,87.793396,87.793396,6227200,6,3,1,1,2000
07-01-2000,89.42657631,92.8921051,89.26724165,92.8921051,8066500,7,4,1,1,2000
10-01-2000,93.21075439,93.62900778,92.43399811,93.21075439,5741700,10,0,2,1,2000
11-01-2000,92.93191229,93.11116373,91.45806713,92.09540558,7503700,11,1,2,1,2000
12-01-2000,92.1552159,92.1552159,91.05978974,91.17929077,6907700,12,2,2,1,2000
13-01-2000,92.0754841,92.89207394,91.31864473,92.41407013,5158300,13,3,2,1,2000
14-01-2000,93.38999531,93.98750008,93.03149245,93.66883087,7437300,14,4,2,1,2000
18-01-2000,92.63320851,93.44979882,92.53362432,92.93196106,6488500,18,1,3,1,2000
19-01-2000,92.6132426,93.68875122,92.41407433,93.68875122,6157900,19,2,3,1,2000
20-01-2000,93.66886348,93.66886348,91.6572634,92.25476837,5800100,20,3,3,1,2000
21-01-2000,92.73276767,92.73276767,91.81659342,92.0555954,6244800,21,4,3,1,2000
24-01-2000,92.83232492,92.95182587,88.84895977,89.44646454,7896900,24,0,4,1,2000
25-01-2000,89.55601881,90.4622345,88.59005263,90.4622345,9942500,25,1,4,1,2000
26-01-2000,89.86474788,90.21329245,89.28715974,89.74524689,5158100,26,2,4,1,2000
27-01-2000,90.40247692,90.64147884,88.03237453,89.38671875,10922700,27,3,4,1,2000
28-01-2000,88.86889977,89.26723639,86.3792959,86.59838104,11916200,28,4,4,1,2000
31-01-2000,86.55857272,89.01830207,86.04073497,88.94859314,10768700,31,0,5,1,2000
01-02-2000,89.0680734,90.302917,88.29131695,89.82491302,8419900,1,1,5,2,2000
02-02-2000,90.04392821,90.66134953,89.46634053,89.9045105,6205900,2,2,5,2,2000
03-02-2000,89.78503575,91.29871426,89.22736472,91.25888062,7997500,3,3,5,2,2000
04-02-2000,91.25891293,91.77675049,90.58174072,90.88049316,4925400,4,4,5,2,2000
07-02-2000,90.86058222,91.00000004,90.14357631,90.74108124,5845800,7,0,6,2,2000
08-02-2000,91.75686694,92.13528684,91.53778174,91.97595215,4936400,8,1,6,2,2000
09-02-2000,92.07551561,92.07551561,90.0340403,90.04399872,8511500,9,2,6,2,2000
10-02-2000,90.26306974,90.86057462,89.78506584,90.22323608,6690600,10,3,6,2,2000
11-02-2000,90.40251528,90.46226578,87.97266138,88.39091492,9849800,11,4,6,2,2000
14-02-2000,89.08798867,89.08798867,88.15189757,88.90873718,8528800,14,0,7,2,2000
15-02-2000,88.74942347,90.00418417,87.82329058,89.91455841,11078300,15,1,7,2,2000
16-02-2000,89.46643639,89.82493948,88.46063607,88.59009552,8845400,16,2,7,2,2000
17-02-2000,89.5061958,89.5061958,88.09210148,88.13193512,7584200,17,3,7,2,2000
18-02-2000,88.51037097,88.51037097,85.80168275,86.23985291,9409200,18,4,7,2,2000
22-02-2000,86.16020027,86.89712293,85.10460836,86.02078247,16415400,22,1,8,2,2000
23-02-2000,86.43903992,87.61413285,85.72203405,87.0365448,12119000,23,2,8,2,2000
24-02-2000,87.11626981,87.33535508,84.82583291,85.28392029,17375000,24,3,8,2,2000
25-02-2000,86.16023333,87.13615831,84.84572214,84.97518158,10559900,25,4,8,2,2000
28-02-2000,85.00502477,87.1162086,84.58677136,86.75770569,13397800,28,0,9,2,2000
29-02-2000,86.71789756,87.59423828,86.51872922,87.59423828,8242500,29,1,9,2,2000
01-03-2000,87.71371457,88.59005504,87.4547958,88.23155212,6868000,1,2,9,3,2000
02-03-2000,88.3909126,88.66974829,87.53448871,88.29132843,7600200,2,3,9,3,2000
03-03-2000,89.50624193,90.32283203,89.0481548,89.94441223,12770300,3,4,9,3,2000
06-03-2000,89.74526478,90.083851,88.43075358,89.06809235,11967100,6,0,10,3,2000
07-03-2000,89.22743229,89.32701648,86.18015614,87.34529114,20062000,7,1,10,3,2000
08-03-2000,86.97681419,87.85315489,86.06063982,87.23573303,11808500,8,2,10,3,2000
09-03-2000,87.47472741,89.78507996,86.75772145,89.78507996,5500900,9,3,10,3,2000
10-03-2000,89.34693206,90.50210863,88.92867848,89.30709839,7924600,10,4,10,3,2000
13-03-2000,87.11624211,89.52617931,86.47890335,88.33116913,10540500,13,0,11,3,2000
14-03-2000,88.76933947,89.28717722,86.77765584,87.07640839,8263900,14,1,11,3,2000
15-03-2000,87.23576521,89.50628513,86.71792734,89.1079483,10300800,15,2,11,3,2000
16-03-2000,90.26310363,93.58921535,89.78509955,93.27054596,25601400,16,3,11,3,2000
17-03-2000,93.16814216,94.56586397,92.92853271,93.88697052,10272900,17,4,11,3,2000
20-03-2000,93.84705232,94.14656419,92.50923264,93.40776825,12502300,20,0,12,3,2000
21-03-2000,92.98841616,95.68402195,92.3294903,95.32460785,13612600,21,1,12,3,2000
22-03-2000,95.56420178,96.38286711,95.00511326,95.90364838,8260000,22,2,12,3,2000
23-03-2000,95.3046458,98.0601541,95.3046458,97.54100037,11654500,23,3,12,3,2000
24-03-2000,97.68078741,99.51779323,96.9419916,98.12007141,11462900,24,4,12,3,2000
27-03-2000,98.00022862,98.25980543,97.00185629,97.08172607,8798600,27,0,13,3,2000
28-03-2000,96.64241054,97.75060347,96.22309429,96.5226059,6334400,28,1,13,3,2000
29-03-2000,96.84212423,97.43116396,95.62410989,96.6224823,6747500,29,2,13,3,2000
30-03-2000,95.94358169,97.07174243,94.00673936,95.00511169,9491900,30,3,13,3,2000
31-03-2000,95.60413243,97.3213328,94.84536947,96.08335114,9249100,31,4,13,3,2000
03-04-2000,95.92356729,96.64239502,95.00506519,96.64239502,8508200,3,0,14,4,2000
04-04-2000,96.96194487,97.76064294,90.34273467,95.92363739,19585500,4,1,14,4,2000
05-04-2000,94.48597494,96.36291527,94.32623533,95.32460785,8387200,5,2,14,4,2000
06-04-2000,96.00348054,96.92198306,95.2047827,96.15323639,6378500,6,3,14,4,2000
07-04-2000,96.84216841,97.20158265,96.16327486,96.76229858,6023600,7,4,14,4,2000
10-04-2000,96.96194489,97.83052903,96.04344212,96.38288879,9624200,10,0,15,4,2000
11-04-2000,95.84376329,96.88207073,94.80545585,96.10334015,9006400,11,1,15,4,2000
12-04-2000,96.08337213,96.5825584,93.38776631,93.46763611,10779200,12,2,15,4,2000
13-04-2000,94.22644828,94.66573243,91.87028789,92.1697998,12225800,13,3,15,4,2000
14-04-2000,91.13147752,91.25128227,85.30097984,86.89837646,29604000,14,4,15,4,2000
17-04-2000,86.37923323,89.93344116,86.05975387,89.93344116,23918200,17,0,16,4,2000
18-04-2000,89.81357835,92.30950928,89.31439217,92.30950928,11069200,18,1,16,4,2000
19-04-2000,92.3294956,92.72884463,91.07154616,91.45092773,6553700,19,2,16,4,2000
20-04-2000,91.7304734,91.97008282,90.97171023,91.89021301,8537600,20,3,16,4,2000
24-04-2000,90.41261924,91.57073142,89.7736608,90.89183807,12893100,24,0,17,4,2000
25-04-2000,92.40941023,94.66573334,92.28960546,94.66573334,14102000,25,1,17,4,2000
26-04-2000,94.54591213,95.04509857,93.28796229,93.59745789,7711100,26,2,17,4,2000
27-04-2000,91.37102064,94.14649527,91.37102064,93.2878952,15595300,27,3,17,4,2000
28-04-2000,93.92689984,94.4760048,92.68891774,92.70888519,8743400,28,4,17,4,2000
01-05-2000,93.64734817,94.87534644,93.18809678,93.96682739,7328300,1,0,18,5,2000
02-05-2000,92.96845742,94.00676494,92.08988953,92.08988953,9411900,2,1,18,5,2000
03-05-2000,92.01005703,92.01005703,89.31444989,89.93344116,12630700,3,2,18,5,2000
04-05-2000,90.73210941,90.96173513,89.93341126,90.61230469,5963600,4,3,18,5,2000
05-05-2000,90.13308149,92.01002204,90.05321168,91.71051025,7862400,5,4,18,5,2000
08-05-2000,91.21130484,91.61065381,90.63224883,91.02161407,5064100,8,0,19,5,2000
09-05-2000,91.41102435,91.63066639,89.62393682,90.29284668,5620300,9,1,19,5,2000
10-05-2000,89.7736448,90.07315651,88.0165094,88.25611877,10293900,10,2,19,5,2000
11-05-2000,89.53405432,90.4126222,88.89509586,90.27285004,7091100,11,3,19,5,2000
12-05-2000,90.61231552,91.67059069,90.49251078,91.25127411,5960800,12,4,19,5,2000
15-05-2000,91.21130338,93.03832489,90.73208463,92.82866669,4441300,15,0,20,5,2000
16-05-2000,93.64738694,94.38618295,92.84868854,93.72725677,8192200,16,1,20,5,2000
17-05-2000,93.08824882,93.40772801,92.3095183,92.74880219,5907200,17,2,20,5,2000
18-05-2000,93.04828983,93.4875736,91.61063385,91.61063385,4325600,18,3,20,5,2000
19-05-2000,91.09151456,91.52081477,89.71376039,90.17301178,6518400,19,4,20,5,2000
22-05-2000,90.25286551,90.39263764,87.53729256,89.49410248,10839400,22,0,21,5,2000
23-05-2000,89.73376187,89.97337138,87.89675562,88.17630005,7979200,23,1,21,5,2000
24-05-2000,88.1762506,89.89345113,87.21781309,89.61390686,11081500,24,2,21,5,2000
25-05-2000,89.89350056,90.61232909,87.99659196,88.07646179,8278900,25,3,21,5,2000
26-05-2000,88.69545399,89.25454285,87.74699967,88.17630005,4814000,26,4,21,5,2000
30-05-2000,89.45417866,91.33111902,89.114732,91.05157471,5362700,30,1,22,5,2000
31-05-2000,91.09153446,92.01003744,90.79202262,91.25127411,6056500,31,2,22,5,2000
01-06-2000,91.81031798,92.92849497,91.37103416,92.84862518,8961600,1,3,22,6,2000
02-06-2000,95.16487952,95.26471678,94.23639297,94.46601868,8962200,2,4,22,6,2000
05-06-2000,94.22637102,94.70558969,93.84698957,94.00672913,6998100,5,0,23,6,2000
06-06-2000,93.68726247,94.42605802,93.22801118,93.58742523,4858900,6,1,23,6,2000
07-06-2000,93.68728423,94.56585212,93.2879352,94.23638916,4919500,7,2,23,6,2000
08-06-2000,94.24640135,94.40614102,93.32789829,93.86701965,5723100,8,3,23,6,2000
09-06-2000,94.24636102,94.54587276,93.04831406,93.66730499,3085300,9,4,23,6,2000
12-06-2000,93.90691859,93.90691859,92.56909943,92.56909943,3678900,12,0,24,6,2000
13-06-2000,92.52915624,94.4060964,92.40935155,94.30625916,6558700,13,1,24,6,2000
14-06-2000,94.72559556,95.12494462,94.04670217,94.46601868,6420500,14,2,24,6,2000
15-06-2000,94.64576588,95.0451151,93.82709997,94.66573334,5881200,15,3,24,6,2000
16-06-2000,94.98863567,94.98863567,93.42750765,93.88784027,5567900,16,4,24,6,2000
19-06-2000,93.80775885,95.52900213,93.66765765,95.08868408,5106900,19,0,25,6,2000
20-06-2000,94.90858984,95.34890805,94.14804019,94.74847412,6480000,20,1,25,6,2000
21-06-2000,94.10798603,95.06868006,94.07796434,94.7084198,3115000,21,2,25,6,2000
22-06-2000,94.50829169,94.58834954,92.86710577,93.26739502,7490500,22,3,25,6,2000
23-06-2000,93.38748507,93.5876297,92.14658835,92.46681976,4863300,23,4,25,6,2000
26-06-2000,93.1072714,93.6676763,92.78704002,93.65766907,5201300,26,0,26,6,2000
27-06-2000,93.49750789,93.96784749,92.87705991,92.96712494,4159500,27,1,26,6,2000
28-06-2000,93.26740778,94.13803701,93.06726312,93.22737885,5347700,28,2,26,6,2000
29-06-2000,92.70699343,93.34745625,91.91642213,92.34673309,6345700,29,3,26,6,2000
30-06-2000,92.18660416,93.24737056,92.15658247,93.04722595,7420200,30,4,26,6,2000
03-07-2000,93.14731738,94.4282431,92.98720166,94.32817078,1436600,3,0,27,7,2000
05-07-2000,93.74778644,93.92791669,92.46686024,92.62697601,2748200,5,2,27,7,2000
06-07-2000,92.82710459,93.80781355,92.36677182,93.34748077,5963200,6,3,27,7,2000
07-07-2000,93.9478753,95.28884412,93.66767286,94.848526,3034800,7,4,27,7,2000
10-07-2000,94.70846051,95.36893794,94.48830137,94.68844604,2816100,10,0,28,7,2000
11-07-2000,94.44828487,95.50905179,94.24814016,94.88860321,5431600,11,1,28,7,2000
12-07-2000,95.60909026,96.14948076,95.22881546,95.50901794,5883000,12,2,28,7,2000
13-07-2000,96.05940002,96.30958077,95.54903129,95.92930603,5356000,13,3,28,7,2000
14-07-2000,96.34958876,96.8699646,95.8592346,96.8699646,5341900,14,4,28,7,2000
17-07-2000,96.69986215,97.34032487,96.50972479,96.70986938,4208300,17,0,29,7,2000
18-07-2000,96.46970924,96.46970924,95.64911628,95.91931152,4262100,18,1,29,7,2000
19-07-2000,95.72917737,96.00937985,94.9486133,95.14875793,8506800,19,2,29,7,2000
20-07-2000,95.42895923,96.4697113,95.30887245,96.4697113,4538900,20,3,29,7,2000
21-07-2000,95.90929516,95.90929516,94.58834076,94.58834076,5656900,21,4,29,7,2000
24-07-2000,94.86851285,95.33885252,93.86779014,94.04792023,5628500,24,0,30,7,2000
25-07-2000,94.62836987,94.68841325,94.00792159,94.34816742,4757100,25,1,30,7,2000
